id_tmdb,title,tmdb_title,release_date,release_year,release_month,release_quarter,release_period,is_summer_release,is_holiday_release,director_name,top_billed_cast,production_company_names,main_production_company,production_company_count,cast_member_count,tmdb_fetch_status,tmdb_http_status,tmdb_error
86838,Seven Psychopaths,Seven Psychopaths,2012-10-12,2012,10,Q4,primavera,0,0,Martin McDonagh,Colin Farrell|Sam Rockwell|Woody Harrelson,BFI|Blueprint Pictures|Film4 Productions|HanWay Films|CBS Films,BFI,5,34,ok,200,
86868,La Vérité si je mens ! 3,Would I Lie to You? 3,2012-01-31,2012,1,Q1,verao,0,0,Thomas Gilou,Richard Anconina|José Garcia|Bruno Solo,La Vérité Production|Les Films Manuel Munz|Télégraphe|Vertigo Productions,La Vérité Production,4,78,ok,200,
87093,Big Eyes,Big Eyes,2014-12-24,2014,12,Q4,verao,0,1,Tim Burton,Amy Adams|Christoph Waltz|Danny Huston,The Weinstein Company|Silverwood Films|Electric City Entertainment|Tim Burton Productions,The Weinstein Company,4,66,ok,200,
87101,Terminator Genisys,Terminator Genisys,2015-06-23,2015,6,Q2,inverno,1,0,Alan Taylor,Emilia Clarke|Jai Courtney|Arnold Schwarzenegger,Paramount Pictures|Skydance Media,Paramount Pictures,2,76,ok,200,
87368,17 filles,17 Girls,2011-06-13,2011,6,Q2,inverno,1,0,Delphine Coulin,Louise Grinberg|Juliette Darche|Roxane Duran,Archipel 33>35|ARTE France Cinéma,Archipel 33>35,2,31,ok,200,
87421,Riddick,Riddick,2013-09-02,2013,9,Q3,primavera,0,0,David Twohy,Vin Diesel|Nolan Gerard Funk|Matt Nable,One Race|Riddick Canada Productions|Radar Pictures|Universal Pictures|Mandate International,One Race,5,20,ok,200,
87428,That's My Boy,That's My Boy,2012-06-14,2012,6,Q2,inverno,1,0,Sean Anders,Adam Sandler|Andy Samberg|Leighton Meester,Relativity Media|Columbia Pictures|Happy Madison Productions,Relativity Media,3,69,ok,200,
87492,Foxcatcher,Foxcatcher,2014-11-14,2014,11,Q4,primavera,0,1,Bennett Miller,Steve Carell|Channing Tatum|Mark Ruffalo,Annapurna Pictures|Likely Story,Annapurna Pictures,2,50,ok,200,
87496,The Company You Keep,The Company You Keep,2012-12-20,2012,12,Q4,verao,0,1,Robert Redford,Robert Redford|Shia LaBeouf|Nick Nolte,Brightlight Pictures|Kingsgate Films|Voltage Pictures|TCYK North Productions|Wildwood Enterprises,Brightlight Pictures,5,61,ok,200,
87499,The East,The East,2013-05-31,2013,5,Q2,outono,1,0,Zal Batmanglij,Brit Marling|Alexander Skarsgård|Elliot Page,TSG Entertainment|Scott Free Productions,TSG Entertainment,2,26,ok,200,
87502,Flight,Flight,2012-02-22,2012,2,Q1,verao,0,0,Robert Zemeckis,Denzel Washington|Don Cheadle|Kelly Reilly,Paramount Pictures|ImageMovers|Parkes+MacDonald Image Nation,Paramount Pictures,3,58,ok,200,
87516,Oldboy,Oldboy,2013-11-14,2013,11,Q4,primavera,0,1,Spike Lee,Josh Brolin|Elizabeth Olsen|Sharlto Copley,40 Acres and a Mule Filmworks|Vertigo Entertainment|Good Universe|FilmDistrict,40 Acres and a Mule Filmworks,4,77,ok,200,
87567,The Big Wedding,The Big Wedding,2013-04-25,2013,4,Q2,outono,0,0,Justin Zackham,Robert De Niro|Diane Keaton|Ben Barnes,Millennium Media|Two Ton Films,Millennium Media,2,24,ok,200,
87818,Movie 43,Movie 43,2013-01-24,2013,1,Q1,verao,0,0,Steven Brill,Dennis Quaid|Greg Kinnear|Hugh Jackman,Witness Protection Films|Relativity Media|Virgin Produced|GreeneStreet Films|Wessler Entertainment,Witness Protection Films,5,102,ok,200,
87825,Trouble with the Curve,Trouble with the Curve,2012-09-21,2012,9,Q3,primavera,0,0,Robert Lorenz,Clint Eastwood|Amy Adams|Justin Timberlake,Malpaso Productions|Warner Bros. Pictures,Malpaso Productions,2,62,ok,200,
87826,Here Comes the Boom,Here Comes the Boom,2012-10-10,2012,10,Q4,primavera,0,0,Frank Coraci,Kevin James|Salma Hayek Pinault|Henry Winkler,Broken Road Productions|Columbia Pictures|Hey Eddie|Happy Madison Productions,Broken Road Productions,4,42,ok,200,
87827,Life of Pi,Life of Pi,2012-11-20,2012,11,Q4,primavera,0,1,Ang Lee,Suraj Sharma|Irrfan Khan|Ayush Tandon,Fox 2000 Pictures|Dune Entertainment|Ingenious Media|Haishang Films|Netter Productions|Big Screen Productions,Fox 2000 Pictures,6,41,ok,200,
88005,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012-06-22,2012,6,Q2,inverno,1,0,Lorene Scafaria,Steve Carell|Keira Knightley|Connie Britton,Indian Paintbrush|Mandate Pictures|Focus Features|Anonymous Content|Mandate International,Indian Paintbrush,5,37,ok,200,
88042,Parental Guidance,Parental Guidance,2012-12-25,2012,12,Q4,verao,0,1,Andy Fickman,Billy Crystal|Bette Midler|Marisa Tomei,Dune Entertainment III|Chernin Entertainment|Face Productions|Dune Entertainment|Walden Media,Dune Entertainment III,5,46,ok,200,
88273,En kongelig affære,A Royal Affair,2012-03-29,2012,3,Q1,outono,0,0,Nikolaj Arcel,Alicia Vikander|Mads Mikkelsen|Mikkel Boe Følsgaard,Sirena Film|Zentropa Entertainments|DR|SVT|Film i Väst|Den Vestdanske Filmpulje,Sirena Film,6,42,ok,200,
88751,Journey to the Center of the Earth,Journey to the Center of the Earth,2008-07-10,2008,7,Q3,inverno,1,0,Eric Brevig,Brendan Fraser|Josh Hutcherson|Anita Briem,New Line Cinema|Walden Media|Journey Films,New Line Cinema,3,10,ok,200,
88794,J. Edgar,J. Edgar,2011-11-09,2011,11,Q4,primavera,0,1,Clint Eastwood,Leonardo DiCaprio|Armie Hammer|Naomi Watts,Imagine Entertainment|Malpaso Productions|Wintergreen Productions|Warner Bros. Pictures,Imagine Entertainment,4,69,ok,200,
89008,The Oranges,The Oranges,2011-09-09,2011,9,Q3,primavera,0,0,Julian Farino,Leighton Meester|Hugh Laurie|Alia Shawkat,ATO Pictures|Likely Story|Olympus Pictures|FilmNation Entertainment|CAA,ATO Pictures,5,25,ok,200,
89492,This Is 40,This Is 40,2012-12-20,2012,12,Q4,verao,0,1,Judd Apatow,Paul Rudd|Leslie Mann|John Lithgow,Apatow Productions|Forty Productions|Universal Pictures,Apatow Productions,3,49,ok,200,
89691,ATM,ATM,2012-02-17,2012,2,Q1,verao,0,0,David Brooks,Alice Eve|Josh Peck|Brian Geraghty,The Safran Company|Gold Circle Films|Buffalo Gal Pictures,The Safran Company,3,15,ok,200,
90369,Now Is Good,Now Is Good,2012-09-19,2012,9,Q3,primavera,0,0,Ol Parker,Dakota Fanning|Jeremy Irvine|Kaya Scodelario,Goldcrest|Blueprint Pictures|Lipsync Productions,Goldcrest,3,21,ok,200,
91314,Transformers: Age of Extinction,Transformers: Age of Extinction,2014-06-25,2014,6,Q2,inverno,1,0,Michael Bay,Mark Wahlberg|Peter Cullen|Stanley Tucci,di Bonaventura Pictures|DeSanto/Murphy Productions|Ian Bryce Productions|Paramount Pictures|Hasbro,di Bonaventura Pictures,5,71,ok,200,
91586,Insidious: Chapter 2,Insidious: Chapter 2,2013-09-12,2013,9,Q3,primavera,0,0,James Wan,Patrick Wilson|Rose Byrne|Lin Shaye,Blumhouse Productions|Stage 6 Films|Entertainment One|FilmDistrict,Blumhouse Productions,4,31,ok,200,
92182,Silent House,Silent House,2011-01-21,2011,1,Q1,verao,0,0,Chris Kentis,Elizabeth Olsen|Adam Trese|Eric Sheffer Stevens,Elle Driver|Tazora Films,Elle Driver,2,7,ok,200,
92591,Bernie,Bernie,2012-04-27,2012,4,Q2,outono,0,0,Richard Linklater,Jack Black|Shirley MacLaine|Matthew McConaughey,Mandalay Vision|Detour Filmproduction|Wind Dancer Films|Millennium Media,Mandalay Vision,4,149,ok,200,
93456,Despicable Me 2,Despicable Me 2,2013-06-26,2013,6,Q2,inverno,1,0,Pierre Coffin,Steve Carell|Kristen Wiig|Benjamin Bratt,Illumination|Universal Pictures,Illumination,2,39,ok,200,
93828,Welcome to the Punch,Welcome to the Punch,2013-03-15,2013,3,Q1,outono,0,0,Eran Creevy,James McAvoy|Mark Strong|David Morrissey,Worldview Entertainment|Between The Eyes|Automatik Entertainment|IM Global|Scott Free Productions|Alliance Films|BFI|Quickfire Films|Reliance Entertainment,Worldview Entertainment,9,16,ok,200,
93837,So Undercover,So Undercover,2012-12-06,2012,12,Q4,verao,0,1,Tom Vaughan,Miley Cyrus|Jeremy Piven|Mike O'Malley,Kappa Undercover Pictures|Exclusive Media|Crystal City Entertainment|Scarlet Fire Entertainment|HopeTown Entertainment|Millennium Entertainment,Kappa Undercover Pictures,6,21,ok,200,
93856,Chernobyl Diaries,Chernobyl Diaries,2012-05-24,2012,5,Q2,outono,1,0,Bradley Parker,Olivia Taylor Dudley|Jesse McCartney|Devin Kelley,Oren Peli / Brian Witten Pictures|FilmNation Entertainment,Oren Peli / Brian Witten Pictures,2,20,ok,200,
94047,마이웨이,My Way,2011-12-21,2011,12,Q4,verao,0,1,Kang Je-kyu,Jang Dong-gun|Joe Odagiri|Fan Bingbing,CJ Entertainment|Directors|SK Planet,CJ Entertainment,3,25,ok,200,
94329,Serbuan Maut,The Raid,2012-03-22,2012,3,Q1,outono,0,0,Gareth Evans,Iko Uwais|Joe Taslim|Donny Alamsyah,Celluloid Dreams|PT. Merantau Films|XYZ Films,Celluloid Dreams,3,120,ok,200,
94348,Alex Cross,Alex Cross,2012-10-18,2012,10,Q4,primavera,0,0,Rob Cohen,Tyler Perry|Edward Burns|Matthew Fox,Summit Entertainment|QED International|James Patterson Entertainment|Block / Hanson|Emmett/Furla Films|Envision Entertainment,Summit Entertainment,6,54,ok,200,
94533,The Badlanders,The Badlanders,1958-09-03,1958,9,Q3,primavera,0,0,Delmer Daves,Alan Ladd|Ernest Borgnine|Katy Jurado,Arcola Pictures|Metro-Goldwyn-Mayer,Arcola Pictures,2,20,ok,200,
95610,Bridget Jones's Baby,Bridget Jones's Baby,2016-09-14,2016,9,Q3,primavera,0,0,Sharon Maguire,Renée Zellweger|Colin Firth|Patrick Dempsey,StudioCanal|Working Title Films,StudioCanal,2,66,ok,200,
96714,Diaz - Don't Clean Up This Blood,Diaz - Don't Clean Up This Blood,2012-04-13,2012,4,Q2,outono,0,0,Daniele Vicari,Claudio Santamaria|Jennifer Ulrich|Elio Germano,Fandango|Le Pacte|A Plus Image 3|Studioul de Creatie Cinematografica al Ministerului Culturii|Mandragora|MiC|BNL – Gruppo BNP Paribas|IDM Südtirol - Alto Adige Film Fund|Provincia Autonoma di Bolzano,Fandango,9,107,ok,200,
96721,Rush,Rush,2013-09-02,2013,9,Q3,primavera,0,0,Ron Howard,Chris Hemsworth|Daniel Brühl|Olivia Wilde,Revolution Films|Working Title Films|Imagine Entertainment,Revolution Films,3,81,ok,200,
96724,Anna Karenina,Anna Karenina,2012-09-06,2012,9,Q3,primavera,0,0,Joe Wright,Keira Knightley|Jude Law|Aaron Taylor-Johnson,Working Title Films|Focus Features,Working Title Films,2,124,ok,200,
96936,The Bling Ring,The Bling Ring,2013-06-12,2013,6,Q2,inverno,1,0,Sofia Coppola,Katie Chang|Emma Watson|Taissa Farmiga,American Zoetrope|NALA Films|Pathé,American Zoetrope,3,53,ok,200,
97020,RoboCop,RoboCop,2014-01-30,2014,1,Q1,verao,0,0,José Padilha,Joel Kinnaman|Gary Oldman|Michael Keaton,Metro-Goldwyn-Mayer|Columbia Pictures|Strike Entertainment,Metro-Goldwyn-Mayer,3,80,ok,200,
97365,De rouille et d'os,Rust and Bone,2012-05-17,2012,5,Q2,outono,1,0,Jacques Audiard,Marion Cotillard|Matthias Schoenaerts|Armand Verdure,Why Not Productions|Page 114|France 2 Cinéma|Les Films du Fleuve|Lumiere et Lunanime|RTBF|BiM Distribuzione,Why Not Productions,7,21,ok,200,
97367,The Place Beyond the Pines,The Place Beyond the Pines,2013-03-20,2013,3,Q1,outono,0,0,Derek Cianfrance,Ryan Gosling|Bradley Cooper|Eva Mendes,Sidney Kimmel Entertainment|Electric City Entertainment|Verisimilitude|Hunting Lane Films|Silverwood Films|Sierra/Affinity,Sidney Kimmel Entertainment,6,65,ok,200,
97370,Under the Skin,Under the Skin,2014-03-14,2014,3,Q1,outono,0,0,Jonathan Glazer,Scarlett Johansson|Jeremy McWilliams|Lynsey Taylor Mackay,Film4 Productions|BFI|Nick Wechsler Productions|JW Films|Sigma Films|Silver Reel|Creative Scotland|Seventh Kingdom Productions,Film4 Productions,8,25,ok,200,
97430,The Man with the Iron Fists,The Man with the Iron Fists,2012-11-02,2012,11,Q4,primavera,0,1,RZA,RZA|Russell Crowe|Pam Grier,Arcade Pictures|Iron Fists|Universal Pictures|Strike Entertainment|China Film Co-Production,Arcade Pictures,5,25,ok,200,
97614,Deadfall,Deadfall,2012-11-08,2012,11,Q4,primavera,0,1,Stefan Ruzowitzky,Eric Bana|Olivia Wilde|Charlie Hunnam,Magnolia Pictures|StudioCanal|Madhouse Entertainment|2929 Productions|Mutual Film Company,Magnolia Pictures,5,34,ok,200,
97630,Zero Dark Thirty,Zero Dark Thirty,2012-12-19,2012,12,Q4,verao,0,1,Kathryn Bigelow,Jessica Chastain|Jason Clarke|Kyle Chandler,Annapurna Pictures|First Light|Mark Boal Productions,Annapurna Pictures,3,35,ok,200,
98357,Broken City,Broken City,2013-01-18,2013,1,Q1,verao,0,0,Allen Hughes,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones,1984 Private Defense Contractors|Inferno International|Regency Enterprises|Black Bear Pictures|New Regency Pictures|Closest to the Hole Productions|Envision Entertainment|Leverage Entertainment|Emmett/Furla Films,1984 Private Defense Contractors,9,37,ok,200,
98548,People Like Us,People Like Us,2012-06-29,2012,6,Q2,inverno,1,0,Alex Kurtzman,Chris Pine|Elizabeth Banks|Olivia Wilde,DreamWorks Pictures|Reliance Entertainment|K/O Paper Products,DreamWorks Pictures,3,39,ok,200,
98566,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014-08-07,2014,8,Q3,inverno,1,0,Jonathan Liebesman,Pete Ploszek|Alan Ritchson|Jeremy Howard,Nickelodeon Movies|Paramount Pictures|Platinum Dunes|Mirage Studios|Gama Entertainment Partners|Mednick Productions|Heavy Metal,Nickelodeon Movies,7,29,ok,200,
98567,十二生肖,Chinese Zodiac,2012-12-20,2012,12,Q4,verao,0,1,Jackie Chan,Jackie Chan|Yao Xingtong|Kwon Sang-woo,JCE Movies|Beijing Dragon Garden Culture & Art|Huayi Brothers Pictures 浙江华谊兄弟影业|Jackie & JJ Productions|Shanghai Film Group|Emperor Motion Pictures|Golden Harvest Productions,JCE Movies,7,34,ok,200,
99770,Astérix & Obélix : Au service de Sa Majesté,Asterix & Obelix: God Save Britannia,2012-10-17,2012,10,Q4,primavera,0,0,Laurent Tirard,Édouard Baer|Gérard Depardieu|Guillaume Gallienne,Fidélité Films|Cinetotal|Lucky Red|Morena Films|Saint Sébastien Froissart|France 2 Cinéma|France 3 Cinéma,Fidélité Films,7,25,ok,200,
99861,Avengers: Age of Ultron,Avengers: Age of Ultron,2015-04-22,2015,4,Q2,outono,0,0,Joss Whedon,Robert Downey Jr.|Chris Hemsworth|Mark Ruffalo,Marvel Studios,Marvel Studios,1,75,ok,200,
100042,Dumb and Dumber To,Dumb and Dumber To,2014-11-12,2014,11,Q4,primavera,0,1,Bobby Farrelly,Jim Carrey|Jeff Daniels|Laurie Holden,New Line Cinema|Universal Pictures|Conundrum Entertainment|Red Granite Pictures,New Line Cinema,4,81,ok,200,
100241,"I, Frankenstein","I, Frankenstein",2014-01-22,2014,1,Q1,verao,0,0,Stuart Beattie,Aaron Eckhart|Yvonne Strahovski|Bill Nighy,Lionsgate|Lakeshore Entertainment|Sidney Kimmel Entertainment|Hopscotch Features,Lionsgate,4,29,ok,200,
100402,Captain America: The Winter Soldier,Captain America: The Winter Soldier,2014-03-20,2014,3,Q1,outono,0,0,Joe Russo,Chris Evans|Samuel L. Jackson|Scarlett Johansson,Marvel Studios,Marvel Studios,1,75,ok,200,
101173,Coriolanus,Coriolanus,2011-02-14,2011,2,Q1,verao,0,0,Ralph Fiennes,Ralph Fiennes|Gerard Butler|Lubna Azabal,BBC Film|Synchronistic Pictures|Icon Entertainment International|Lipsync Productions|Atlantic Swiss Productions|Hermetof Pictures|Magna Films|Kalkronkie|Artemis Films|Lonely Dragon|Magnolia Mae Films,BBC Film,11,16,ok,200,
101299,The Hunger Games: Catching Fire,The Hunger Games: Catching Fire,2013-11-15,2013,11,Q4,primavera,0,1,Francis Lawrence,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth,Lionsgate|Color Force,Lionsgate,2,57,ok,200,
101669,Mother's Day,Mother's Day,2010-09-23,2010,9,Q3,primavera,0,0,Darren Lynn Bousman,Rebecca De Mornay|Jaime King|Frank Grillo,LightTower Entertainment|Widget Films|Sierra/Affinity|RAT Entertainment|The Genre Co.|Troma Entertainment,LightTower Entertainment,6,24,ok,200,
102207,Sur la piste du Marsupilami,HOUBA! On the Trail of the Marsupilami,2012-04-03,2012,4,Q2,outono,0,0,Alain Chabat,Alain Chabat|Jamel Debbouze|Fred Testot,Pathé|SCOPE Pictures|TF1 Films Production|Chez Wam,Pathé,4,16,ok,200,
102362,Dead Man Down,Dead Man Down,2013-03-08,2013,3,Q1,outono,0,0,Niels Arden Oplev,Colin Farrell|Noomi Rapace|Terrence Howard,WWE Studios|Original Film|Frequency Films|IM Global,WWE Studios,4,45,ok,200,
102382,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014-04-16,2014,4,Q2,outono,0,0,Marc Webb,Andrew Garfield|Emma Stone|Jamie Foxx,Columbia Pictures|Matt Tolmach Productions|Arad Productions|Marvel Entertainment,Columbia Pictures,4,75,ok,200,
102651,Maleficent,Maleficent,2014-05-28,2014,5,Q2,outono,1,0,Robert Stromberg,Angelina Jolie|Elle Fanning|Imelda Staunton,Walt Disney Pictures|Roth Films,Walt Disney Pictures,2,72,ok,200,
102780,Byzantium,Byzantium,2013-04-11,2013,4,Q2,outono,0,0,Neil Jordan,Gemma Arterton|Saoirse Ronan|Sam Riley,WestEnd Films|Demarest Films|Lipsync Productions|Number 9 Films|Parallel Films|Fís Éireann/Screen Ireland,WestEnd Films,6,24,ok,200,
102899,Ant-Man,Ant-Man,2015-07-14,2015,7,Q3,inverno,1,0,Peyton Reed,Paul Rudd|Michael Douglas|Evangeline Lilly,Marvel Studios,Marvel Studios,1,70,ok,200,
103328,Holy Motors,Holy Motors,2012-07-02,2012,7,Q3,inverno,1,0,Leos Carax,Denis Lavant|Édith Scob|Eva Mendes,Pierre Grise Productions|Théo Films|Pandora Filmproduktion|ARTE France Cinéma|WDR|ARTE,Pierre Grise Productions,6,52,ok,200,
103332,Ruby Sparks,Ruby Sparks,2012-07-25,2012,7,Q3,inverno,1,0,Jonathan Dayton,Paul Dano|Zoe Kazan|Chris Messina,Fox Searchlight Pictures|DragonCove Studios|Bona Fide Productions,Fox Searchlight Pictures,3,31,ok,200,
103620,Maniac,Maniac,2012-12-26,2012,12,Q4,verao,0,1,Franck Khalfoun,Elijah Wood|Nora Arnezeder|America Olivo,La Petite Reine|Studio 37|Blue Underground,La Petite Reine,3,30,ok,200,
103663,Jagten,The Hunt,2012-10-25,2012,10,Q4,primavera,0,0,Thomas Vinterberg,Mads Mikkelsen|Thomas Bo Larsen|Annika,Zentropa International Sweden|Zentropa Entertainments|Film i Väst,Zentropa International Sweden,3,33,ok,200,
103731,Mud,Mud,2013-04-26,2013,4,Q2,outono,0,0,Jeff Nichols,Matthew McConaughey|Reese Witherspoon|Tye Sheridan,Everest Entertainment|FilmNation Entertainment|Brace Cove Productions,Everest Entertainment,3,26,ok,200,
104755,The Lords of Salem,The Lords of Salem,2013-04-18,2013,4,Q2,outono,0,0,Rob Zombie,Sheri Moon Zombie|Bruce Davison|Jeff Daniel Phillips,IM Global|Alliance Films|Haunted Movies,IM Global,3,41,ok,200,
105864,The Good Dinosaur,The Good Dinosaur,2015-11-14,2015,11,Q4,primavera,0,1,Peter Sohn,Frances McDormand|Raymond Ochoa|Jeffrey Wright,Pixar|Walt Disney Pictures,Pixar,2,19,ok,200,
106646,The Wolf of Wall Street,The Wolf of Wall Street,2013-12-25,2013,12,Q4,verao,0,1,Martin Scorsese,Leonardo DiCaprio|Jonah Hill|Margot Robbie,Red Granite Pictures|Appian Way|Sikelia Productions|EMJAG Productions,Red Granite Pictures,4,180,ok,200,
106747,Machete Kills,Machete Kills,2013-09-12,2013,9,Q3,primavera,0,0,Robert Rodriguez,Danny Trejo|Mel Gibson|Demián Bichir,Open Road Films|Overnight Films|AR Films|Aldamisa Entertainment|Demarest Films|1821 Pictures|Quick Draw Productions|Universal Pictures,Open Road Films,8,50,ok,200,
107811,21 & Over,21 & Over,2013-03-01,2013,3,Q1,outono,0,0,Jon Lucas,Miles Teller|Skylar Astin|Justin Chon,Mandeville Films|Relativity Media|SkyLand Entertainment|Virgin Produced,Mandeville Films,4,17,ok,200,
107846,Escape Plan,Escape Plan,2013-10-09,2013,10,Q4,primavera,0,0,Mikael Håfström,Sylvester Stallone|Arnold Schwarzenegger|Jim Caviezel,Knightsbridge Entertainment|Summit Entertainment|Atmosphere Entertainment MM|Envision Entertainment|Boies/Schiller Film Group|Lionsgate|Emmett/Furla Films,Knightsbridge Entertainment,7,34,ok,200,
107985,The World's End,The World's End,2013-07-18,2013,7,Q3,inverno,1,0,Edgar Wright,Simon Pegg|Nick Frost|Paddy Considine,Big Talk Studios|Working Title Films|Relativity Media|Working Title Films,Big Talk Studios,4,60,ok,200,
109091,The Counselor,The Counselor,2013-10-25,2013,10,Q4,primavera,0,0,Ridley Scott,Michael Fassbender|Penélope Cruz|Cameron Diaz,Fox 2000 Pictures|Nick Wechsler Productions|Chockstone Pictures|TSG Entertainment|Scott Free Productions,Fox 2000 Pictures,5,45,ok,200,
109099,Passion,Passion,2013-02-13,2013,2,Q1,verao,0,0,Brian De Palma,Rachel McAdams|Noomi Rapace|Karoline Herfurth,Integral Film|France 2 Cinéma|SBS Productions,Integral Film,3,21,ok,200,
109410,42,42,2013-04-12,2013,4,Q2,outono,0,0,Brian Helgeland,Chadwick Boseman|Harrison Ford|Nicole Beharie,Legendary Pictures,Legendary Pictures,1,84,ok,200,
109414,This Is the End,This Is the End,2013-06-12,2013,6,Q2,inverno,1,0,Evan Goldberg,James Franco|Jonah Hill|Seth Rogen,Columbia Pictures|Mandate Pictures|Point Grey Pictures,Columbia Pictures,3,59,ok,200,
109417,Battle of the Year,Battle of the Year,2013-09-21,2013,9,Q3,primavera,0,0,Benson Lee,Josh Holloway|Laz Alonso|Josh Peck,Screen Gems,Screen Gems,1,58,ok,200,
109418,Grown Ups 2,Grown Ups 2,2013-07-11,2013,7,Q3,inverno,1,0,Dennis Dugan,Adam Sandler|Kevin James|Chris Rock,Columbia Pictures|Happy Madison Productions,Columbia Pictures,2,77,ok,200,
109421,Side Effects,Side Effects,2013-02-07,2013,2,Q1,verao,0,0,Steven Soderbergh,Rooney Mara|Jude Law|Catherine Zeta-Jones,di Bonaventura Pictures|Endgame Entertainment,di Bonaventura Pictures,2,79,ok,200,
109424,Captain Phillips,Captain Phillips,2013-10-10,2013,10,Q4,primavera,0,0,Paul Greengrass,Tom Hanks|Barkhad Abdi|Barkhad Abdirahman,Columbia Pictures|Michael De Luca Productions|Scott Rudin Productions|Trigger Street Productions,Columbia Pictures,4,64,ok,200,
109428,Evil Dead,Evil Dead,2013-04-05,2013,4,Q2,outono,0,0,Fede Álvarez,Jane Levy|Shiloh Fernandez|Lou Taylor Pucci,TriStar Pictures|FilmDistrict|Ghost House Pictures,TriStar Pictures,3,16,ok,200,
109431,Identity Thief,Identity Thief,2013-02-07,2013,2,Q1,verao,0,0,Seth Gordon,Jason Bateman|Melissa McCarthy|Jon Favreau,Stuber Pictures|Aggregate Films|DumbDumb|Universal Pictures,Stuber Pictures,4,46,ok,200,
109439,The Hangover Part III,The Hangover Part III,2013-05-23,2013,5,Q2,outono,1,0,Todd Phillips,Bradley Cooper|Ed Helms|Zach Galifianakis,Green Hat Films|Legendary Pictures|BenderSpink,Green Hat Films,3,37,ok,200,
109443,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013-12-18,2013,12,Q4,verao,0,1,Adam McKay,Will Ferrell|Steve Carell|Paul Rudd,Gary Sanchez Productions|Paramount Pictures|Apatow Productions,Gary Sanchez Productions,3,138,ok,200,
109445,Frozen,Frozen,2013-11-20,2013,11,Q4,primavera,0,1,Jennifer Lee,Idina Menzel|Kristen Bell|Jonathan Groff,Walt Disney Animation Studios,Walt Disney Animation Studios,1,60,ok,200,
109451,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013-09-26,2013,9,Q3,primavera,0,0,Cody Cameron,Bill Hader|Anna Faris|James Caan,Columbia Pictures|Sony Pictures Animation,Columbia Pictures,2,33,ok,200,
109491,Beautiful Creatures,Beautiful Creatures,2013-02-13,2013,2,Q1,verao,0,0,Richard LaGravenese,Alden Ehrenreich|Alice Englert|Jeremy Irons,Alcon Entertainment|Belle Pictures|3 Arts Entertainment,Alcon Entertainment,3,44,ok,200,
109513,Hit & Run,Hit & Run,2012-08-22,2012,8,Q3,inverno,1,0,Dax Shepard,Dax Shepard|Kristen Bell|Bradley Cooper,Primate Pictures|Kim and Jim Productions|Panay Films|Exclusive Media,Primate Pictures,4,24,ok,200,
110415,설국열차,Snowpiercer,2013-08-01,2013,8,Q3,inverno,1,0,Bong Joon Ho,Chris Evans|Song Kang-ho|Ed Harris,Opus Pictures|Moho Film|CJ Entertainment|Union Investment Partners,Opus Pictures,4,44,ok,200,
111190,Adore,Adoration,2013-04-03,2013,4,Q2,outono,0,0,Anne Fontaine,Naomi Watts|Robin Wright|Xavier Samuel,Gaumont|Screen Australia|Ciné-@|Hopscotch Features|Mon Voisin Productions|Screen NSW|Canal+|France 2 Cinéma|France Télévisions,Gaumont,9,26,ok,200,
111479,CBGB,CBGB,2013-10-11,2013,10,Q4,primavera,0,0,Randall Miller,Alan Rickman|Rupert Grint|Malin Åkerman,Rampart Films|Unclaimed Freight Productions,Rampart Films,2,49,ok,200,
112205,The Family,The Family,2013-09-13,2013,9,Q3,primavera,0,0,Luc Besson,Robert De Niro|Michelle Pfeiffer|Tommy Lee Jones,EuropaCorp|Relativity Media|Grive Productions|TF1 Films Production,EuropaCorp,4,123,ok,200,
112336,Hitchcock,Hitchcock,2012-11-22,2012,11,Q4,primavera,0,1,Sacha Gervasi,Anthony Hopkins|Helen Mirren|Scarlett Johansson,Cold Spring Pictures|The Montecito Picture Company,Cold Spring Pictures,2,68,ok,200,
112949,Safe Haven,Safe Haven,2013-02-07,2013,2,Q1,verao,0,0,Lasse Hallström,Julianne Hough|Josh Duhamel|Cobie Smulders,Relativity Media|Temple Hill Entertainment,Relativity Media,2,34,ok,200,
113947,The Sessions,The Sessions,2012-05-02,2012,5,Q2,outono,1,0,Ben Lewin,John Hawkes|Helen Hunt|William H. Macy,Such Much Films|Rhino Films,Such Much Films,2,24,ok,200,
114150,Pitch Perfect,Pitch Perfect,2012-09-28,2012,9,Q3,primavera,0,0,Jason Moore,Anna Kendrick|Anna Camp|Brittany Snow,Brownstone Productions|Gold Circle Films|Universal Pictures,Brownstone Productions,3,125,ok,200,
115210,Stitches,Stitches,2012-10-05,2012,10,Q4,primavera,0,0,Conor McMahon,Ross Noble|Tommy Knight|Gemma-Leah Devereux,Tailored Films|Fantastic Films|Solid Entertainment|Fís Éireann/Screen Ireland,Tailored Films,4,37,ok,200,
